book_page,year,site,nestID,unique_nestID,plot,plotLmt,species,egg_no,length,width,comments
2.17,2005,barr,reph331,05reph331,brw2,in,reph,4,30.3,21.7,NA
2.18,2005,barr,pesa525,05pesa525,brw2,out,pesa,1,38.2,26.8,NA
2.18,2005,barr,pesa525,05pesa525,brw2,out,pesa,2,38,26.7,NA
2.18,2005,barr,pesa525,05pesa525,brw2,out,pesa,3,36.8,27.1,NA
2.18,2005,barr,pesa525,05pesa525,brw2,out,pesa,4,37.8,26.5,NA
2.19,2005,barr,dunl332,05dunl332,brw2,out,dunl,1,36.8,26.2,NA
2.19,2005,barr,dunl332,05dunl332,brw2,out,dunl,2,38.6,26.3,NA
2.19,2005,barr,dunl332,05dunl332,brw2,out,dunl,3,37.9,25.8,NA
2.19,2005,barr,dunl332,05dunl332,brw2,out,dunl,4,37.1,25.7,NA
2.2,2005,barr,pesa526,05pesa526,brw2,in,pesa,1,35.5,24.9,NA
2.2,2005,barr,pesa526,05pesa526,brw2,in,pesa,2,35.5,24.9,NA
2.2,2005,barr,pesa526,05pesa526,brw2,in,pesa,3,37,25.5,NA
2.2,2005,barr,pesa526,05pesa526,brw2,in,pesa,4,36.1,25.3,NA
2.21,2005,barr,pesa333,05pesa333,brw2,in,pesa,1,37.5,26.8,NA
2.21,2005,barr,pesa333,05pesa333,brw2,in,pesa,2,36.6,26.6,NA
2.21,2005,barr,pesa333,05pesa333,brw2,in,pesa,3,36.9,26.7,NA
2.21,2005,barr,pesa333,05pesa333,brw2,in,pesa,4,37.5,26.4,NA
2.22,2005,barr,dunl527,05dunl527,brw2,in,dunl,1,39.7,25.5,NA
2.22,2005,barr,dunl527,05dunl527,brw2,in,dunl,2,40.8,25.5,NA
2.22,2005,barr,dunl527,05dunl527,brw2,in,dunl,3,39.9,25.5,NA
2.22,2005,barr,dunl527,05dunl527,brw2,in,dunl,4,38.8,25.9,NA
2.23,2005,barr,sesa334,05sesa334,brw2,out,sesa,1,29.5,20.6,NA
2.23,2005,barr,sesa334,05sesa334,brw2,out,sesa,2,29.8,20.1,NA
2.23,2005,barr,sesa334,05sesa334,brw2,out,sesa,3,30.6,20.1,NA
2.24,2005,barr,pesa419,05pesa419,brw2,out,pesa,1,37.5,25.8,NA
2.24,2005,barr,pesa419,05pesa419,brw2,out,pesa,2,37.4,25.8,NA
2.24,2005,barr,pesa419,05pesa419,brw2,out,pesa,3,38.1,25.7,NA
2.24,2005,barr,pesa419,05pesa419,brw2,out,pesa,4,37.1,25.8,NA
2.25,2005,barr,pesa531,05pesa531,brw2,in,pesa,1,34,25,NA
2.25,2005,barr,pesa531,05pesa531,brw2,in,pesa,2,35.1,25.1,NA
2.25,2005,barr,pesa531,05pesa531,brw2,in,pesa,3,34.2,25.9,NA
2.25,2005,barr,pesa531,05pesa531,brw2,in,pesa,4,34.8,25,NA
2.26,2005,barr,dunl014,05dunl014,brw2,out,dunl,1,35.1,25.4,NA
2.26,2005,barr,dunl014,05dunl014,brw2,out,dunl,2,34.4,25.1,NA
2.26,2005,barr,dunl014,05dunl014,brw2,out,dunl,3,35.1,25,NA
2.26,2005,barr,dunl014,05dunl014,brw2,out,dunl,4,35.6,24.9,NA
3.01,2005,barr,pesa533,05pesa533,brw2,out,pesa,1,36.5,26.2,NA
3.01,2005,barr,pesa533,05pesa533,brw2,out,pesa,2,38.4,25.6,NA
3.01,2005,barr,pesa533,05pesa533,brw2,out,pesa,3,37.9,25.9,NA
3.01,2005,barr,pesa533,05pesa533,brw2,out,pesa,4,37,26,NA
3.02,2005,barr,reph346,05reph346,brw2,out,reph,1,30.7,22.5,NA
3.02,2005,barr,reph346,05reph346,brw2,out,reph,2,30.5,22.1,NA
3.02,2005,barr,reph346,05reph346,brw2,out,reph,3,30.5,22.5,NA
3.03,2005,barr,pesa539,05pesa539,brw2,in,pesa,1,36.1,26.1,NA
3.03,2005,barr,pesa539,05pesa539,brw2,in,pesa,2,37.1,25.7,NA
3.03,2005,barr,pesa539,05pesa539,brw2,in,pesa,3,36.9,25.7,NA
4.01,2005,barr,reph320,05reph320,brw3,in,reph,1,31,22,NA
4.01,2005,barr,reph320,05reph320,brw3,in,reph,2,30,22.2,NA
4.01,2005,barr,reph320,05reph320,brw3,in,reph,3,31.7,21.6,NA
4.01,2005,barr,reph320,05reph320,brw3,in,reph,4,31.8,22.3,NA
4.02,2005,barr,dunl118,05dunl118,brw3,out,dunl,1,34.6,24.2,NA
4.02,2005,barr,dunl118,05dunl118,brw3,out,dunl,2,35.6,24.8,NA
4.02,2005,barr,dunl118,05dunl118,brw3,out,dunl,3,35.5,25.7,NA
4.02,2005,barr,dunl118,05dunl118,brw3,out,dunl,4,34.9,25.2,NA
4.03,2005,barr,reph412,05reph412,brw3,in,reph,1,32.9,22.9,NA
4.03,2005,barr,reph412,05reph412,brw3,in,reph,2,33.2,22.7,NA
4.03,2005,barr,reph412,05reph412,brw3,in,reph,3,32.1,22.3,NA
4.04,2005,barr,reph119,05reph119,brw3,in,reph,1,32,22.2,NA
4.04,2005,barr,reph119,05reph119,brw3,in,reph,2,32.6,22.4,NA
4.04,2005,barr,reph119,05reph119,brw3,in,reph,3,32.4,22.1,NA
4.04,2005,barr,reph119,05reph119,brw3,in,reph,4,33,22.4,NA
4.05,2005,barr,dunl411,05dunl411,brw3,in,dunl,1,36.7,25.3,NA
4.05,2005,barr,dunl411,05dunl411,brw3,in,dunl,2,37.6,24.8,NA
4.05,2005,barr,dunl411,05dunl411,brw3,in,dunl,3,35.4,25.3,NA
4.05,2005,barr,dunl411,05dunl411,brw3,in,dunl,4,35.8,25.4,NA
4.06,2005,barr,dunl323,05dunl323,brw3,out,dunl,1,36.3,25,NA
4.06,2005,barr,dunl323,05dunl323,brw3,out,dunl,2,36,25.4,NA
4.06,2005,barr,dunl323,05dunl323,brw3,out,dunl,3,36.8,25,NA
4.06,2005,barr,dunl323,05dunl323,brw3,out,dunl,4,35.9,25.2,NA
4.07,2005,barr,reph413,05reph413,brw3,in,reph,1,30.3,22.1,NA
4.07,2005,barr,reph413,05reph413,brw3,in,reph,2,30.8,21.6,NA
4.07,2005,barr,reph413,05reph413,brw3,in,reph,3,30.8,22.1,NA
4.07,2005,barr,reph413,05reph413,brw3,in,reph,4,30.9,21.5,NA
4.08,2005,barr,reph348,05reph348,brw3,in,reph,1,32.2,22.4,NA
4.08,2005,barr,reph348,05reph348,brw3,in,reph,2,31.9,22.5,NA
4.08,2005,barr,reph348,05reph348,brw3,in,reph,3,32.8,22.3,NA
4.08,2005,barr,reph348,05reph348,brw3,in,reph,4,33.5,22.5,NA
4.1,2005,barr,dunl541,05dunl541,brw3,in,dunl,1,35.8,27.1,NA
4.1,2005,barr,dunl541,05dunl541,brw3,in,dunl,2,37.1,26.5,NA
5.01,2005,barr,dunl100,05dunl100,brw5,in,dunl,1,37.3,26,NA
5.01,2005,barr,dunl100,05dunl100,brw5,in,dunl,2,36.8,25.5,NA
5.01,2005,barr,dunl100,05dunl100,brw5,in,dunl,3,36.4,25.7,NA
5.01,2005,barr,dunl100,05dunl100,brw5,in,dunl,4,37.4,25.8,NA
5.03,2005,barr,dunl106,05dunl106,brw5,out,dunl,1,35.2,25.8,NA
5.03,2005,barr,dunl106,05dunl106,brw5,out,dunl,2,36.3,26.9,NA
5.03,2005,barr,dunl106,05dunl106,brw5,out,dunl,3,35,26.4,NA
5.03,2005,barr,dunl106,05dunl106,brw5,out,dunl,4,36.3,26,NA
5.04,2005,barr,dunl107,05dunl107,brw5,out,dunl,1,37.6,25.4,NA
5.04,2005,barr,dunl107,05dunl107,brw5,out,dunl,2,36.7,24.7,NA
5.04,2005,barr,dunl107,05dunl107,brw5,out,dunl,3,37.1,25.3,NA
5.04,2005,barr,dunl107,05dunl107,brw5,out,dunl,4,37,25.8,NA
5.06,2005,barr,dunl405,05dunl405,brw5,in,dunl,1,36.7,24.7,NA
5.06,2005,barr,dunl405,05dunl405,brw5,in,dunl,2,35.2,24.7,NA
5.06,2005,barr,dunl405,05dunl405,brw5,in,dunl,3,35.4,24.6,NA
5.06,2005,barr,dunl405,05dunl405,brw5,in,dunl,4,35.6,24.8,NA
5.07,2005,barr,dunl510,05dunl510,brw5,in,dunl,1,37.5,25.6,NA
5.07,2005,barr,dunl510,05dunl510,brw5,in,dunl,2,36.2,26,NA
5.07,2005,barr,dunl510,05dunl510,brw5,in,dunl,3,36.5,25.7,NA
5.07,2005,barr,dunl510,05dunl510,brw5,in,dunl,4,35.5,25.5,NA
5.08,2005,barr,reph517,05reph517,brw5,in,reph,1,35,23.2,NA
5.08,2005,barr,reph517,05reph517,brw5,in,reph,2,32.9,22.7,NA
5.08,2005,barr,reph517,05reph517,brw5,in,reph,3,34.1,22.8,NA
5.08,2005,barr,reph517,05reph517,brw5,in,reph,4,33.1,22.8,NA
5.09,2005,barr,dunl518,05dunl518,brw5,in,dunl,1,35,25.8,NA
5.09,2005,barr,dunl518,05dunl518,brw5,in,dunl,2,35,26,NA
5.09,2005,barr,dunl518,05dunl518,brw5,in,dunl,3,34.9,25.4,NA
5.09,2005,barr,dunl518,05dunl518,brw5,in,dunl,4,34.3,26,NA
5.1,2005,barr,reph321,05reph321,brw5,in,reph,1,30.8,22.7,NA
5.1,2005,barr,reph321,05reph321,brw5,in,reph,2,29.1,22.1,NA
5.1,2005,barr,reph321,05reph321,brw5,in,reph,3,30.5,22.1,NA
5.1,2005,barr,reph321,05reph321,brw5,in,reph,4,30.3,22.5,NA
5.11,2005,barr,reph322,05reph322,brw5,in,reph,1,30.4,22.2,NA
5.11,2005,barr,reph322,05reph322,brw5,in,reph,2,32.3,22.6,NA
5.11,2005,barr,reph322,05reph322,brw5,in,reph,3,30.6,22.3,NA
5.11,2005,barr,reph322,05reph322,brw5,in,reph,4,30.9,22,NA
5.12,2005,barr,reph613,05reph613,brw5,in,reph,1,31.3,22,NA
5.12,2005,barr,reph613,05reph613,brw5,in,reph,2,31.8,23,NA
5.12,2005,barr,reph613,05reph613,brw5,in,reph,3,32,22.7,NA
5.12,2005,barr,reph613,05reph613,brw5,in,reph,4,32.4,22.7,NA
5.13,2005,barr,pesa528,05pesa528,brw5,in,pesa,1,37,26.3,NA
5.13,2005,barr,pesa528,05pesa528,brw5,in,pesa,2,38.5,26.9,NA
5.13,2005,barr,pesa528,05pesa528,brw5,in,pesa,3,36.9,27.1,NA
5.14,2005,barr,pesa529,05pesa529,brw5,in,pesa,1,35.2,27.5,NA
5.14,2005,barr,pesa529,05pesa529,brw5,in,pesa,2,37.6,26.7,NA
5.14,2005,barr,pesa529,05pesa529,brw5,in,pesa,3,37.2,27.4,NA
5.14,2005,barr,pesa529,05pesa529,brw5,in,pesa,4,36.6,27.3,NA
5.15,2005,barr,pesa530,05pesa530,brw5,in,pesa,1,39,26.5,NA
5.15,2005,barr,pesa530,05pesa530,brw5,in,pesa,2,37.9,26.8,NA
5.15,2005,barr,pesa530,05pesa530,brw5,in,pesa,3,37.3,26.4,NA
5.15,2005,barr,pesa530,05pesa530,brw5,in,pesa,4,38.4,26.7,NA
5.16,2005,barr,amgp421,05amgp421,brw5,out,amgp,1,47,33.6,NA
5.16,2005,barr,amgp421,05amgp421,brw5,out,amgp,2,47.8,33.8,NA
5.16,2005,barr,amgp421,05amgp421,brw5,out,amgp,3,48.1,32.9,NA
5.16,2005,barr,amgp421,05amgp421,brw5,out,amgp,4,45.4,33.7,NA
5.17,2005,barr,pesa424,05pesa424,brw5,out,pesa,1,37.6,25.5,NA
5.17,2005,barr,pesa424,05pesa424,brw5,out,pesa,2,37.9,25.6,NA
5.17,2005,barr,pesa424,05pesa424,brw5,out,pesa,3,37.5,25.5,NA
5.17,2005,barr,pesa424,05pesa424,brw5,out,pesa,4,35.9,25.4,NA
5.19,2005,barr,lbdo619,05lbdo619,brw5,out,lbdo,1,47.2,31.2,NA
5.19,2005,barr,lbdo619,05lbdo619,brw5,out,lbdo,2,45.2,31.9,NA
5.19,2005,barr,lbdo619,05lbdo619,brw5,out,lbdo,3,44.9,30,NA
5.21,2005,barr,lbdo357,05lbdo357,brw5,in,lbdo,1,43.1,30.1,NA
5.21,2005,barr,lbdo357,05lbdo357,brw5,in,lbdo,2,44.5,30.3,NA
5.21,2005,barr,lbdo357,05lbdo357,brw5,in,lbdo,3,43.5,30.4,NA
5.21,2005,barr,lbdo357,05lbdo357,brw5,in,lbdo,4,42.9,30.5,NA
6.01,2005,barr,sesa502,05sesa502,brw6,in,sesa,1,28.8,21.8,NA
6.01,2005,barr,sesa502,05sesa502,brw6,in,sesa,2,29.5,21,NA
6.01,2005,barr,sesa502,05sesa502,brw6,in,sesa,3,29.5,21.6,NA
6.01,2005,barr,sesa502,05sesa502,brw6,in,sesa,4,29.2,21.8,NA
6.02,2005,barr,pesa503,05pesa503,brw6,in,pesa,1,35.1,25.4,NA
6.02,2005,barr,pesa503,05pesa503,brw6,in,pesa,2,36.2,26.3,NA
6.02,2005,barr,pesa503,05pesa503,brw6,in,pesa,3,35.2,26.1,NA
6.02,2005,barr,pesa503,05pesa503,brw6,in,pesa,4,36.1,26,NA
6.03,2005,barr,sesa504,05sesa504,brw6,in,sesa,1,31.4,21.7,NA
6.03,2005,barr,sesa504,05sesa504,brw6,in,sesa,2,31.3,21.1,NA
6.03,2005,barr,sesa504,05sesa504,brw6,in,sesa,3,30,21.4,NA
6.03,2005,barr,sesa504,05sesa504,brw6,in,sesa,4,30.5,21.9,NA
6.04,2005,barr,sesa302,05sesa302,brw6,in,sesa,1,31,22.1,NA
6.04,2005,barr,sesa302,05sesa302,brw6,in,sesa,2,31.5,22,NA
6.04,2005,barr,sesa302,05sesa302,brw6,in,sesa,3,30.9,22,NA
6.04,2005,barr,sesa302,05sesa302,brw6,in,sesa,4,30,22.2,NA
6.05,2005,barr,dunl303,05dunl303,brw6,in,dunl,1,36.6,25.5,NA
6.05,2005,barr,dunl303,05dunl303,brw6,in,dunl,2,37.4,25.5,NA
6.05,2005,barr,dunl303,05dunl303,brw6,in,dunl,3,36.4,25,NA
6.05,2005,barr,dunl303,05dunl303,brw6,in,dunl,4,36.3,25.4,NA
6.06,2005,barr,sesa505,05sesa505,brw6,in,sesa,1,30.5,22.2,NA
6.06,2005,barr,sesa505,05sesa505,brw6,in,sesa,2,30.7,22.1,NA
6.06,2005,barr,sesa505,05sesa505,brw6,in,sesa,3,30.8,22.2,NA
6.06,2005,barr,sesa505,05sesa505,brw6,in,sesa,4,30,22,NA
6.07,2005,barr,sesa200,05sesa200,brw6,in,sesa,1,28.7,21.9,NA
6.07,2005,barr,sesa200,05sesa200,brw6,in,sesa,2,29.1,22,NA
6.07,2005,barr,sesa200,05sesa200,brw6,in,sesa,3,28.8,21.4,NA
6.08,2005,barr,pesa307,05pesa307,brw6,in,pesa,1,36.1,26.3,NA
6.08,2005,barr,pesa307,05pesa307,brw6,in,pesa,2,37.3,26.1,NA
6.08,2005,barr,pesa307,05pesa307,brw6,in,pesa,3,36.9,26.4,NA
6.08,2005,barr,pesa307,05pesa307,brw6,in,pesa,4,38.4,26.4,NA
6.09,2005,barr,reph308,05reph308,brw6,in,reph,1,32.3,21.8,NA
6.09,2005,barr,reph308,05reph308,brw6,in,reph,2,30.8,22.2,NA
6.09,2005,barr,reph308,05reph308,brw6,in,reph,3,31.7,21.9,NA
6.09,2005,barr,reph308,05reph308,brw6,in,reph,4,32.6,22.1,NA
6.1,2005,barr,dunl309,05dunl309,brw6,in,dunl,1,38,25.5,NA
6.1,2005,barr,dunl309,05dunl309,brw6,in,dunl,2,38,25.9,NA
6.1,2005,barr,dunl309,05dunl309,brw6,in,dunl,3,38.5,25.6,NA
6.1,2005,barr,dunl309,05dunl309,brw6,in,dunl,4,37.9,25.5,NA
6.11,2005,barr,sesa310,05sesa310,brw6,in,sesa,1,28.9,21.3,NA
6.11,2005,barr,sesa310,05sesa310,brw6,in,sesa,2,27.9,21.3,NA
6.11,2005,barr,sesa310,05sesa310,brw6,in,sesa,3,28.7,21.4,NA
6.11,2005,barr,sesa310,05sesa310,brw6,in,sesa,4,28.1,21.3,NA
6.12,2005,barr,rnph511,05rnph511,brw6,out,rnph,1,30.7,21.3,NA
6.12,2005,barr,rnph511,05rnph511,brw6,out,rnph,2,30.4,21.6,NA
6.12,2005,barr,rnph511,05rnph511,brw6,out,rnph,3,30.9,21.4,NA
6.12,2005,barr,rnph511,05rnph511,brw6,out,rnph,4,29.6,21.6,NA
6.13,2005,barr,sesa113,05sesa113,brw6,in,sesa,1,28.9,21.6,NA
6.13,2005,barr,sesa113,05sesa113,brw6,in,sesa,2,30.1,21.6,NA
6.13,2005,barr,sesa113,05sesa113,brw6,in,sesa,3,28.3,21.3,NA
6.13,2005,barr,sesa113,05sesa113,brw6,in,sesa,4,29,21.3,NA
6.14,2005,barr,dunl512,05dunl512,brw6,in,dunl,1,35.6,25.7,NA
6.14,2005,barr,dunl512,05dunl512,brw6,in,dunl,2,36.7,26,NA
6.14,2005,barr,dunl512,05dunl512,brw6,in,dunl,3,35.5,26.1,NA
6.14,2005,barr,dunl512,05dunl512,brw6,in,dunl,4,35,26,NA
6.15,2005,barr,dunl114,05dunl114,brw6,in,dunl,1,37.1,25.2,NA
6.15,2005,barr,dunl114,05dunl114,brw6,in,dunl,2,36.8,25.2,NA
6.15,2005,barr,dunl114,05dunl114,brw6,in,dunl,3,36.4,25.6,NA
6.15,2005,barr,dunl114,05dunl114,brw6,in,dunl,4,37.1,25.5,NA
6.16,2005,barr,pesa513,05pesa513,brw6,in,pesa,1,37,26.5,NA
6.16,2005,barr,pesa513,05pesa513,brw6,in,pesa,2,37.4,26.4,NA
6.16,2005,barr,pesa513,05pesa513,brw6,in,pesa,3,37.9,27,NA
6.17,2005,barr,dunl115,05dunl115,brw6,in,dunl,1,36.2,24.5,NA
6.17,2005,barr,dunl115,05dunl115,brw6,in,dunl,2,37.4,24.3,NA
6.17,2005,barr,dunl115,05dunl115,brw6,in,dunl,3,36.2,24.5,NA
6.17,2005,barr,dunl115,05dunl115,brw6,in,dunl,4,37.5,24.4,NA
6.18,2005,barr,pesa514,05pesa514,brw6,in,pesa,1,37.3,26.4,NA
6.18,2005,barr,pesa514,05pesa514,brw6,in,pesa,2,37.7,27.4,NA
6.18,2005,barr,pesa514,05pesa514,brw6,in,pesa,3,37.9,26.2,NA
6.18,2005,barr,pesa514,05pesa514,brw6,in,pesa,4,38.7,26.2,NA
6.19,2005,barr,reph116,05reph116,brw6,in,reph,1,34,21.8,NA
6.19,2005,barr,reph116,05reph116,brw6,in,reph,2,31.8,22,NA
6.19,2005,barr,reph116,05reph116,brw6,in,reph,3,32.1,22,NA
6.2,2005,barr,dunl515,05dunl515,brw6,in,dunl,1,36.8,25.5,NA
6.2,2005,barr,dunl515,05dunl515,brw6,in,dunl,2,36.1,25.1,NA
6.2,2005,barr,dunl515,05dunl515,brw6,in,dunl,3,36.2,25.7,NA
6.2,2005,barr,dunl515,05dunl515,brw6,in,dunl,4,37.2,25.2,NA
6.21,2005,barr,reph117,05reph117,brw6,in,reph,1,33,22.2,NA
6.21,2005,barr,reph117,05reph117,brw6,in,reph,2,32,22.9,NA
6.21,2005,barr,reph117,05reph117,brw6,in,reph,3,32.5,22.7,NA
6.21,2005,barr,reph117,05reph117,brw6,in,reph,4,33.2,22.5,NA
6.22,2005,barr,sesa516,05sesa516,brw6,in,sesa,1,28.5,20.7,NA
6.22,2005,barr,sesa516,05sesa516,brw6,in,sesa,2,28.6,21.2,NA
6.22,2005,barr,sesa516,05sesa516,brw6,in,sesa,3,28.7,20.8,NA
6.22,2005,barr,sesa516,05sesa516,brw6,in,sesa,4,28.9,21,NA
6.23,2005,barr,basa519,05basa519,brw6,in,basa,1,33.6,23.9,NA
6.23,2005,barr,basa519,05basa519,brw6,in,basa,2,33.7,23.5,NA
6.23,2005,barr,basa519,05basa519,brw6,in,basa,3,33.3,23.8,NA
6.23,2005,barr,basa519,05basa519,brw6,in,basa,4,33.7,22.5,NA
6.24,2005,barr,sesa610,05sesa610,brw6,in,sesa,1,29,22.5,NA
6.24,2005,barr,sesa610,05sesa610,brw6,in,sesa,2,30.3,22.1,NA
6.24,2005,barr,sesa610,05sesa610,brw6,in,sesa,3,30,22.4,NA
6.25,2005,barr,dunl522,05dunl522,brw6,out,dunl,1,33.7,25.4,NA
6.25,2005,barr,dunl522,05dunl522,brw6,out,dunl,2,35.7,24.9,NA
6.25,2005,barr,dunl522,05dunl522,brw6,out,dunl,3,35.2,25,NA
6.25,2005,barr,dunl522,05dunl522,brw6,out,dunl,4,34.3,25.2,NA
6.26,2005,barr,pesa010,05pesa010,brw6,in,pesa,1,37.4,26.2,NA
6.26,2005,barr,pesa010,05pesa010,brw6,in,pesa,2,38.4,26.5,NA
6.26,2005,barr,pesa010,05pesa010,brw6,in,pesa,3,37.1,25.8,NA
6.26,2005,barr,pesa010,05pesa010,brw6,in,pesa,4,37.7,26.1,NA
7.01,2005,barr,pesa338,05pesa338,brw6,in,pesa,1,37.7,25.9,NA
7.01,2005,barr,pesa338,05pesa338,brw6,in,pesa,2,37.9,26,NA
7.01,2005,barr,pesa338,05pesa338,brw6,in,pesa,3,36.2,25.9,NA
7.01,2005,barr,pesa338,05pesa338,brw6,in,pesa,4,38.8,26,NA
7.02,2005,barr,reph339,05reph339,brw6,in,reph,1,32.1,22.1,NA
7.02,2005,barr,reph339,05reph339,brw6,in,reph,2,32,22.5,NA
7.02,2005,barr,reph339,05reph339,brw6,in,reph,3,31,22.4,NA
7.02,2005,barr,reph339,05reph339,brw6,in,reph,4,31.8,22.1,NA
7.03,2005,barr,lbdo341,05lbdo341,brw6,in,lbdo,1,44.3,31,NA
7.03,2005,barr,lbdo341,05lbdo341,brw6,in,lbdo,2,44.6,30.9,NA
7.03,2005,barr,lbdo341,05lbdo341,brw6,in,lbdo,3,43,31.6,NA
7.03,2005,barr,lbdo341,05lbdo341,brw6,in,lbdo,4,45.7,31.3,NA
7.04,2005,barr,rnph342,05rnph342,brw6,out,rnph,1,28,21.6,NA
7.04,2005,barr,rnph342,05rnph342,brw6,out,rnph,2,29.3,21.6,NA
7.04,2005,barr,rnph342,05rnph342,brw6,out,rnph,3,28.2,21.6,NA
7.04,2005,barr,rnph342,05rnph342,brw6,out,rnph,4,28.5,21.9,NA
7.05,2005,barr,pesa016,05pesa016,brw6,in,pesa,1,36.7,25.8,NA
7.05,2005,barr,pesa016,05pesa016,brw6,in,pesa,2,35.9,25.6,NA
7.05,2005,barr,pesa016,05pesa016,brw6,in,pesa,3,36,25.5,NA
7.05,2005,barr,pesa016,05pesa016,brw6,in,pesa,4,37.4,26.3,NA
7.06,2005,barr,reph019,05reph019,brw6,in,reph,1,31.8,21.7,NA
7.06,2005,barr,reph019,05reph019,brw6,in,reph,2,32,22,NA
7.06,2005,barr,reph019,05reph019,brw6,in,reph,3,31.9,22,NA
7.06,2005,barr,reph019,05reph019,brw6,in,reph,4,31.3,22.1,NA
7.07,2005,barr,reph020,05reph020,brw6,in,reph,1,32.9,22.2,NA
7.07,2005,barr,reph020,05reph020,brw6,in,reph,2,32.4,22.1,NA
7.07,2005,barr,reph020,05reph020,brw6,in,reph,3,32.3,22.2,NA
7.07,2005,barr,reph020,05reph020,brw6,in,reph,4,33.1,22.2,NA
7.1,2005,barr,pesa617,05pesa617,brw6,in,pesa,1,34.4,25.8,NA
7.1,2005,barr,pesa617,05pesa617,brw6,in,pesa,2,34.7,25.9,NA
7.1,2005,barr,pesa617,05pesa617,brw6,in,pesa,3,35.4,25.8,NA
8.01,2005,barr,reph300,05reph300,brw8,in,reph,1,30.4,22.5,NA
8.01,2005,barr,reph300,05reph300,brw8,in,reph,2,30.5,22.4,NA
8.01,2005,barr,reph300,05reph300,brw8,in,reph,3,31.4,22,NA
8.01,2005,barr,reph300,05reph300,brw8,in,reph,4,31,21.9,NA
8.02,2005,barr,reph501,05reph501,brw8,out,reph,1,31.9,22.6,NA
8.02,2005,barr,reph501,05reph501,brw8,out,reph,2,31,22.7,NA
8.02,2005,barr,reph501,05reph501,brw8,out,reph,3,31.6,22.6,NA
8.02,2005,barr,reph501,05reph501,brw8,out,reph,4,32,22.8,NA
8.03,2005,barr,dunl304,05dunl304,brw8,in,dunl,1,35.9,25,NA
8.03,2005,barr,dunl304,05dunl304,brw8,in,dunl,2,36.5,25.6,NA
8.03,2005,barr,dunl304,05dunl304,brw8,in,dunl,3,35.6,24.9,NA
8.03,2005,barr,dunl304,05dunl304,brw8,in,dunl,4,34.6,24.7,NA
8.04,2005,barr,reph305,05reph305,brw8,in,reph,1,31.9,21.4,NA
8.04,2005,barr,reph305,05reph305,brw8,in,reph,2,30.6,22.4,NA
8.04,2005,barr,reph305,05reph305,brw8,in,reph,3,30.7,21.9,NA
8.05,2005,barr,pesa403,05pesa403,brw8,out,pesa,1,37.4,26.4,NA
8.05,2005,barr,pesa403,05pesa403,brw8,out,pesa,2,38.4,26.8,NA
8.05,2005,barr,pesa403,05pesa403,brw8,out,pesa,3,37.6,26.9,NA
8.05,2005,barr,pesa403,05pesa403,brw8,out,pesa,4,37.3,26.7,NA
8.07,2005,barr,sesa005,05sesa005,brw8,out,sesa,1,30,21,NA
8.07,2005,barr,sesa005,05sesa005,brw8,out,sesa,2,30,21.4,NA
8.07,2005,barr,sesa005,05sesa005,brw8,out,sesa,3,30,21.6,NA
8.07,2005,barr,sesa005,05sesa005,brw8,out,sesa,4,30,21.7,NA
8.08,2005,barr,reph109,05reph109,brw8,in,reph,1,32.2,22.8,NA
8.08,2005,barr,reph109,05reph109,brw8,in,reph,2,33.2,22.9,NA
8.08,2005,barr,reph109,05reph109,brw8,in,reph,3,31.8,22.6,NA
8.08,2005,barr,reph109,05reph109,brw8,in,reph,4,31.2,22.1,NA
8.1,2005,barr,dunl111,05dunl111,brw8,in,dunl,1,36.2,25.5,NA
8.1,2005,barr,dunl111,05dunl111,brw8,in,dunl,2,36.7,25.1,NA
8.1,2005,barr,dunl111,05dunl111,brw8,in,dunl,3,35.9,25.6,NA
8.1,2005,barr,dunl111,05dunl111,brw8,in,dunl,4,36.9,25.5,NA
8.11,2005,barr,pesa112,05pesa112,brw8,in,pesa,1,37.1,27.1,NA
8.11,2005,barr,pesa112,05pesa112,brw8,in,pesa,2,36.2,26.6,NA
8.11,2005,barr,pesa112,05pesa112,brw8,in,pesa,3,37.6,26.7,NA
8.11,2005,barr,pesa112,05pesa112,brw8,in,pesa,4,37,26.4,NA
8.12,2005,barr,dunl311,05dunl311,brw8,in,dunl,1,36.5,25.5,NA
8.12,2005,barr,dunl311,05dunl311,brw8,in,dunl,2,36.2,25.3,NA
8.12,2005,barr,dunl311,05dunl311,brw8,in,dunl,3,38.3,25,NA
8.12,2005,barr,dunl311,05dunl311,brw8,in,dunl,4,36.8,25.6,NA
8.13,2005,barr,reph312,05reph312,brw8,in,reph,1,31.6,22.1,NA
8.13,2005,barr,reph312,05reph312,brw8,in,reph,2,30.6,22,NA
8.13,2005,barr,reph312,05reph312,brw8,in,reph,3,32.6,22.1,NA
8.13,2005,barr,reph312,05reph312,brw8,in,reph,4,31.5,21.8,NA
8.14,2005,barr,reph313,05reph313,brw8,in,reph,1,30,22,NA
8.14,2005,barr,reph313,05reph313,brw8,in,reph,2,30,21.9,NA
8.14,2005,barr,reph313,05reph313,brw8,in,reph,3,30.4,22.2,NA
8.14,2005,barr,reph313,05reph313,brw8,in,reph,4,30.3,22,NA
8.15,2005,barr,reph314,05reph314,brw8,in,reph,1,33.3,23.1,NA
8.15,2005,barr,reph314,05reph314,brw8,in,reph,2,32,23.1,NA
8.15,2005,barr,reph314,05reph314,brw8,in,reph,3,31.3,23.1,NA
