book_page,year,site,nestID,unique_nestID,plot,plotLmt,species,egg_no,length,width,comments
1.02,2003,barr,dunl701,03dunl701,brw1,out,dunl,1,35.7,25.6,NA
1.02,2003,barr,dunl701,03dunl701,brw1,out,dunl,2,37.4,25,NA
1.02,2003,barr,dunl701,03dunl701,brw1,out,dunl,3,35.5,25.3,NA
1.02,2003,barr,dunl701,03dunl701,brw1,out,dunl,4,35.1,25.3,NA
1.03,2003,barr,dunl306,03dunl306,brw1,in,dunl,1,35.9,25.4,NA
1.03,2003,barr,dunl306,03dunl306,brw1,in,dunl,2,36.9,25.8,NA
1.03,2003,barr,dunl306,03dunl306,brw1,in,dunl,3,36.3,25.5,NA
1.03,2003,barr,dunl306,03dunl306,brw1,in,dunl,4,35.1,25.3,NA
1.04,2003,barr,reph307,03reph307,brw1,in,reph,1,30.2,21.5,NA
1.04,2003,barr,reph307,03reph307,brw1,in,reph,2,31.3,21.4,NA
1.04,2003,barr,reph307,03reph307,brw1,in,reph,3,30,21.9,NA
1.04,2003,barr,reph307,03reph307,brw1,in,reph,4,30.8,21.4,NA
1.06,2003,barr,pesa510,03pesa510,brw1,in,pesa,1,37.4,27,NA
1.06,2003,barr,pesa510,03pesa510,brw1,in,pesa,2,39.1,26.6,NA
1.06,2003,barr,pesa510,03pesa510,brw1,in,pesa,3,38.3,26.5,NA
1.06,2003,barr,pesa510,03pesa510,brw1,in,pesa,4,37.4,26.6,NA
1.07,2003,barr,reph310,03reph310,brw1,in,reph,1,31,22.8,NA
1.07,2003,barr,reph310,03reph310,brw1,in,reph,2,33.4,23.2,NA
1.07,2003,barr,reph310,03reph310,brw1,in,reph,3,33.5,23,NA
1.07,2003,barr,reph310,03reph310,brw1,in,reph,4,31.9,22.9,NA
1.08,2003,barr,reph311,03reph311,brw1,in,reph,1,32.7,22,NA
1.08,2003,barr,reph311,03reph311,brw1,in,reph,2,30.8,21.6,NA
1.08,2003,barr,reph311,03reph311,brw1,in,reph,3,31.4,22.1,NA
1.09,2003,barr,lbdo005,03lbdo005,brw1,in,lbdo,1,43.3,31.8,NA
1.09,2003,barr,lbdo005,03lbdo005,brw1,in,lbdo,2,44.7,31.6,NA
1.09,2003,barr,lbdo005,03lbdo005,brw1,in,lbdo,3,43.8,32,NA
1.09,2003,barr,lbdo005,03lbdo005,brw1,in,lbdo,4,43.5,31.2,NA
1.1,2003,barr,reph317,03reph317,brw1,in,reph,1,32,21,NA
1.1,2003,barr,reph317,03reph317,brw1,in,reph,2,31.6,21.1,NA
1.1,2003,barr,reph317,03reph317,brw1,in,reph,3,32.1,21.4,NA
1.1,2003,barr,reph317,03reph317,brw1,in,reph,4,31.9,21.1,NA
1.11,2003,barr,pesa318,03pesa318,brw1,in,pesa,1,35.7,25.9,NA
1.11,2003,barr,pesa318,03pesa318,brw1,in,pesa,2,36,25.8,NA
1.11,2003,barr,pesa318,03pesa318,brw1,in,pesa,3,34.7,25.3,NA
1.11,2003,barr,pesa318,03pesa318,brw1,in,pesa,4,35.6,25.6,NA
1.12,2003,barr,dunl319,03dunl319,brw1,in,dunl,1,36.1,25.6,NA
1.12,2003,barr,dunl319,03dunl319,brw1,in,dunl,2,36.3,25.3,NA
1.12,2003,barr,dunl319,03dunl319,brw1,in,dunl,3,35.7,25.3,NA
1.13,2003,barr,reph320,03reph320,brw1,in,reph,1,31,22,NA
1.13,2003,barr,reph320,03reph320,brw1,in,reph,2,31.7,22.1,NA
1.13,2003,barr,reph320,03reph320,brw1,in,reph,4,31,22.1,NA
1.14,2003,barr,reph006,03reph006,brw1,in,reph,1,32.5,23.4,NA
1.14,2003,barr,reph006,03reph006,brw1,in,reph,2,31.4,22.4,NA
1.14,2003,barr,reph006,03reph006,brw1,in,reph,3,31,22.8,NA
1.14,2003,barr,reph006,03reph006,brw1,in,reph,4,31.1,22.6,NA
1.15,2003,barr,dunl323,03dunl323,brw1,in,dunl,1,35.4,26.7,NA
1.15,2003,barr,dunl323,03dunl323,brw1,in,dunl,2,35.9,26,NA
1.15,2003,barr,dunl323,03dunl323,brw1,in,dunl,3,35.7,26.5,NA
1.15,2003,barr,dunl323,03dunl323,brw1,in,dunl,4,35.2,25.6,NA
1.16,2003,barr,reph324,03reph324,brw1,in,reph,1,33.2,22.5,NA
1.16,2003,barr,reph324,03reph324,brw1,in,reph,2,33.6,22,NA
1.16,2003,barr,reph324,03reph324,brw1,in,reph,3,32.4,22.7,NA
1.16,2003,barr,reph324,03reph324,brw1,in,reph,4,33,22.8,NA
1.17,2003,barr,reph325,03reph325,brw1,in,reph,1,30.2,22.3,NA
1.17,2003,barr,reph325,03reph325,brw1,in,reph,2,31.5,22.6,NA
1.17,2003,barr,reph325,03reph325,brw1,in,reph,3,31.8,22.6,NA
1.17,2003,barr,reph325,03reph325,brw1,in,reph,4,31.8,22.2,NA
1.18,2003,barr,reph326,03reph326,brw1,in,reph,1,30.9,21.5,NA
1.18,2003,barr,reph326,03reph326,brw1,in,reph,2,30.7,22,NA
1.18,2003,barr,reph326,03reph326,brw1,in,reph,3,31.3,20.9,NA
1.18,2003,barr,reph326,03reph326,brw1,in,reph,4,30.5,21.1,NA
1.19,2003,barr,reph211,03reph211,brw1,in,reph,1,32,22.3,NA
1.19,2003,barr,reph211,03reph211,brw1,in,reph,2,31.4,22.6,NA
1.19,2003,barr,reph211,03reph211,brw1,in,reph,3,30.6,22.7,NA
1.19,2003,barr,reph211,03reph211,brw1,in,reph,4,30.6,22.6,NA
1.2,2003,barr,lbdo016,03lbdo016,brw1,in,lbdo,1,45.4,30.5,NA
1.2,2003,barr,lbdo016,03lbdo016,brw1,in,lbdo,2,45.6,30.9,NA
1.2,2003,barr,lbdo016,03lbdo016,brw1,in,lbdo,3,44.1,30.7,NA
2.01,2003,barr,sesa501,03sesa501,brw2,in,sesa,1,28.4,21.9,NA
2.01,2003,barr,sesa501,03sesa501,brw2,in,sesa,2,29,21.9,NA
2.01,2003,barr,sesa501,03sesa501,brw2,in,sesa,3,29.1,22,NA
2.01,2003,barr,sesa501,03sesa501,brw2,in,sesa,4,30.5,21.6,NA
2.02,2003,barr,sesa502,03sesa502,brw2,in,sesa,1,30.5,21.2,NA
2.02,2003,barr,sesa502,03sesa502,brw2,in,sesa,2,29.3,21.6,NA
2.02,2003,barr,sesa502,03sesa502,brw2,in,sesa,3,29.7,21.4,NA
2.04,2003,barr,dunl504,03dunl504,brw2,in,dunl,1,35.2,26.3,NA
2.04,2003,barr,dunl504,03dunl504,brw2,in,dunl,2,37.7,26,NA
2.04,2003,barr,dunl504,03dunl504,brw2,in,dunl,3,36.5,26.1,NA
2.04,2003,barr,dunl504,03dunl504,brw2,in,dunl,4,36.4,26,NA
2.05,2003,barr,amgp505,03amgp505,brw2,in,amgp,1,50.4,33.8,NA
2.05,2003,barr,amgp505,03amgp505,brw2,in,amgp,2,49.5,34.4,NA
2.05,2003,barr,amgp505,03amgp505,brw2,in,amgp,3,50.5,34.2,NA
2.05,2003,barr,amgp505,03amgp505,brw2,in,amgp,4,48.2,34.5,NA
2.06,2003,barr,sesa506,03sesa506,brw2,in,sesa,1,30.1,22.6,NA
2.06,2003,barr,sesa506,03sesa506,brw2,in,sesa,2,30.4,22.3,NA
2.06,2003,barr,sesa506,03sesa506,brw2,in,sesa,3,30,22.4,NA
2.06,2003,barr,sesa506,03sesa506,brw2,in,sesa,4,30.5,21.7,NA
2.1,2003,barr,dunl202,03dunl202,brw2,in,dunl,2,36.8,26.6,NA
2.1,2003,barr,dunl202,03dunl202,brw2,in,dunl,3,35.5,26.8,NA
2.1,2003,barr,dunl202,03dunl202,brw2,in,dunl,4,35.6,27.1,NA
2.11,2003,barr,reph302,03reph302,brw2,in,reph,1,31.3,22.5,NA
2.11,2003,barr,reph302,03reph302,brw2,in,reph,2,32.1,23,NA
2.11,2003,barr,reph302,03reph302,brw2,in,reph,3,32.3,23.2,NA
2.11,2003,barr,reph302,03reph302,brw2,in,reph,4,30.4,22.9,NA
2.12,2003,barr,pesa403,03pesa403,brw2,out,pesa,1,37.6,27.1,NA
2.12,2003,barr,pesa403,03pesa403,brw2,out,pesa,2,37.1,27.1,NA
2.12,2003,barr,pesa403,03pesa403,brw2,out,pesa,3,37.6,27.2,NA
2.12,2003,barr,pesa403,03pesa403,brw2,out,pesa,4,37,27.2,NA
2.13,2003,barr,pesa404,03pesa404,brw2,in,pesa,1,35.7,26.6,NA
2.13,2003,barr,pesa404,03pesa404,brw2,in,pesa,2,38.1,26.3,NA
2.13,2003,barr,pesa404,03pesa404,brw2,in,pesa,3,37.7,27,NA
2.13,2003,barr,pesa404,03pesa404,brw2,in,pesa,4,38,26.4,NA
2.14,2003,barr,dunl508,03dunl508,brw2,out,dunl,1,35.5,25,NA
2.14,2003,barr,dunl508,03dunl508,brw2,out,dunl,2,37.3,24.9,NA
2.14,2003,barr,dunl508,03dunl508,brw2,out,dunl,3,34.9,25,NA
2.14,2003,barr,dunl508,03dunl508,brw2,out,dunl,4,34.5,24.9,NA
2.15,2003,barr,reph405,03reph405,brw2,in,reph,1,29.9,22.5,NA
2.15,2003,barr,reph405,03reph405,brw2,in,reph,2,30.5,22.7,NA
2.15,2003,barr,reph405,03reph405,brw2,in,reph,3,31.4,22.2,NA
2.15,2003,barr,reph405,03reph405,brw2,in,reph,4,31,22.6,NA
2.17,2003,barr,rnph408,03rnph408,brw2,in,rnph,1,27.8,20.3,NA
2.17,2003,barr,rnph408,03rnph408,brw2,in,rnph,2,29.3,20.4,NA
2.17,2003,barr,rnph408,03rnph408,brw2,in,rnph,3,27.5,21,NA
2.18,2003,barr,reph409,03reph409,brw2,in,reph,1,31.3,22.1,NA
2.18,2003,barr,reph409,03reph409,brw2,in,reph,2,32.8,22,NA
2.18,2003,barr,reph409,03reph409,brw2,in,reph,3,32.6,22.1,NA
2.18,2003,barr,reph409,03reph409,brw2,in,reph,4,31.9,22.1,NA
2.19,2003,barr,lbdo407,03lbdo407,brw2,in,lbdo,1,44.7,29.6,NA
2.19,2003,barr,lbdo407,03lbdo407,brw2,in,lbdo,2,42.8,30.1,NA
2.19,2003,barr,lbdo407,03lbdo407,brw2,in,lbdo,3,44,30.3,NA
2.19,2003,barr,lbdo407,03lbdo407,brw2,in,lbdo,4,43.1,30.1,NA
2.21,2003,barr,rnph410,03rnph410,brw2,in,rnph,1,30.6,20.9,NA
2.21,2003,barr,rnph410,03rnph410,brw2,in,rnph,2,30.6,20.9,NA
2.21,2003,barr,rnph410,03rnph410,brw2,in,rnph,3,30,20.9,NA
2.21,2003,barr,rnph410,03rnph410,brw2,in,rnph,4,30.3,20.8,NA
2.22,2003,barr,reph511,03reph511,brw2,in,reph,1,32.2,21.2,NA
2.22,2003,barr,reph511,03reph511,brw2,in,reph,2,30.3,21,NA
2.22,2003,barr,reph511,03reph511,brw2,in,reph,3,31.2,21.1,NA
2.22,2003,barr,reph511,03reph511,brw2,in,reph,4,31.3,20.9,NA
2.23,2003,barr,pesa204,03pesa204,brw2,in,pesa,1,39.1,26,NA
2.23,2003,barr,pesa204,03pesa204,brw2,in,pesa,2,37.9,26.1,NA
2.23,2003,barr,pesa204,03pesa204,brw2,in,pesa,3,37.9,26,NA
2.23,2003,barr,pesa204,03pesa204,brw2,in,pesa,4,37.6,26,NA
2.25,2003,barr,pesa513,03pesa513,brw2,in,pesa,1,36.4,26,NA
2.25,2003,barr,pesa513,03pesa513,brw2,in,pesa,2,37.1,27.4,NA
2.25,2003,barr,pesa513,03pesa513,brw2,in,pesa,3,37.2,27.6,NA
2.25,2003,barr,pesa513,03pesa513,brw2,in,pesa,4,36.7,27.7,NA
2.26,2003,barr,sesa007,03sesa007,brw2,in,sesa,1,29.9,20.6,NA
2.26,2003,barr,sesa007,03sesa007,brw2,in,sesa,2,29,21,NA
2.26,2003,barr,sesa007,03sesa007,brw2,in,sesa,3,29.7,20.6,NA
2.26,2003,barr,sesa007,03sesa007,brw2,in,sesa,4,29.5,21,NA
2.28,2003,barr,pesa413,03pesa413,brw2,in,pesa,1,38.4,26.6,NA
2.28,2003,barr,pesa413,03pesa413,brw2,in,pesa,2,38.1,26.3,NA
2.28,2003,barr,pesa413,03pesa413,brw2,in,pesa,3,37.8,26,NA
2.28,2003,barr,pesa413,03pesa413,brw2,in,pesa,4,36.6,26.3,NA
2.29,2003,barr,amgp514,03amgp514,brw2,out,amgp,1,48.3,34.4,NA
2.29,2003,barr,amgp514,03amgp514,brw2,out,amgp,2,48.1,34.6,NA
2.29,2003,barr,amgp514,03amgp514,brw2,out,amgp,3,48.5,34.4,NA
2.29,2003,barr,amgp514,03amgp514,brw2,out,amgp,4,49.8,33.8,NA
2.3,2003,barr,pesa014,03pesa014,brw2,in,pesa,1,37.6,25,NA
2.3,2003,barr,pesa014,03pesa014,brw2,in,pesa,2,37.6,25.4,NA
2.3,2003,barr,pesa014,03pesa014,brw2,in,pesa,3,35.9,25.1,NA
2.3,2003,barr,pesa014,03pesa014,brw2,in,pesa,4,36.4,25.6,NA
2.31,2003,barr,pesa328,03pesa328,brw2,in,pesa,1,37.4,27,NA
2.31,2003,barr,pesa328,03pesa328,brw2,in,pesa,2,37.5,27.5,NA
2.31,2003,barr,pesa328,03pesa328,brw2,in,pesa,3,36.3,27.2,NA
2.31,2003,barr,pesa328,03pesa328,brw2,in,pesa,4,36.2,26.9,NA
3.02,2003,barr,dunl101,03dunl101,brw3,in,dunl,1,37,26.1,NA
3.02,2003,barr,dunl101,03dunl101,brw3,in,dunl,2,36.3,26.6,NA
3.02,2003,barr,dunl101,03dunl101,brw3,in,dunl,3,37.8,25.3,NA
3.04,2003,barr,dunl201,03dunl201,brw3,in,dunl,1,36,25.1,NA
3.04,2003,barr,dunl201,03dunl201,brw3,in,dunl,2,34.7,24.6,NA
3.04,2003,barr,dunl201,03dunl201,brw3,in,dunl,3,34.8,24.8,NA
3.04,2003,barr,dunl201,03dunl201,brw3,in,dunl,4,34.7,24.9,NA
3.05,2003,barr,dunl507,03dunl507,brw3,out,dunl,1,37.4,26.1,NA
3.05,2003,barr,dunl507,03dunl507,brw3,out,dunl,2,38.3,26,NA
3.05,2003,barr,dunl507,03dunl507,brw3,out,dunl,3,37.7,25.5,NA
3.05,2003,barr,dunl507,03dunl507,brw3,out,dunl,4,38.4,26,NA
3.08,2003,barr,reph002,03reph002,brw3,in,reph,1,32,22.6,NA
3.08,2003,barr,reph002,03reph002,brw3,in,reph,2,32.7,21.8,NA
3.08,2003,barr,reph002,03reph002,brw3,in,reph,3,32.2,21.9,NA
3.08,2003,barr,reph002,03reph002,brw3,in,reph,4,33.3,22,NA
3.09,2003,barr,dunl509,03dunl509,brw3,out,dunl,1,37,26.1,NA
3.09,2003,barr,dunl509,03dunl509,brw3,out,dunl,2,36.9,25.7,NA
3.09,2003,barr,dunl509,03dunl509,brw3,out,dunl,3,36.5,25.7,NA
3.09,2003,barr,dunl509,03dunl509,brw3,out,dunl,4,36.6,25.9,NA
3.1,2003,barr,dunl312,03dunl312,brw3,out,dunl,1,35.6,24.4,NA
3.1,2003,barr,dunl312,03dunl312,brw3,out,dunl,2,34.9,25.1,NA
3.1,2003,barr,dunl312,03dunl312,brw3,out,dunl,3,36,25,NA
3.1,2003,barr,dunl312,03dunl312,brw3,out,dunl,4,36.2,24.7,NA
3.12,2003,barr,dunl104,03dunl104,brw3,in,dunl,1,34.4,26,NA
3.12,2003,barr,dunl104,03dunl104,brw3,in,dunl,2,34.5,26,NA
3.12,2003,barr,dunl104,03dunl104,brw3,in,dunl,3,35.6,26.6,NA
3.12,2003,barr,dunl104,03dunl104,brw3,in,dunl,4,35.4,26.1,NA
3.13,2003,barr,dunl103,03dunl103,brw3,in,dunl,1,36.1,26,NA
3.13,2003,barr,dunl103,03dunl103,brw3,in,dunl,2,37.9,25.7,NA
3.13,2003,barr,dunl103,03dunl103,brw3,in,dunl,3,35.5,26.4,NA
3.13,2003,barr,dunl103,03dunl103,brw3,in,dunl,4,36.6,25.8,NA
3.14,2003,barr,reph206,03reph206,brw3,in,reph,1,33.5,22.6,NA
3.14,2003,barr,reph206,03reph206,brw3,in,reph,2,32.3,23.4,NA
3.14,2003,barr,reph206,03reph206,brw3,in,reph,3,33,22.8,NA
3.14,2003,barr,reph206,03reph206,brw3,in,reph,4,33,22.6,NA
3.15,2003,barr,dunl207,03dunl207,brw3,in,dunl,1,36.9,25.1,NA
3.15,2003,barr,dunl207,03dunl207,brw3,in,dunl,2,37.4,25.2,NA
3.15,2003,barr,dunl207,03dunl207,brw3,in,dunl,3,36.1,25.3,NA
3.15,2003,barr,dunl207,03dunl207,brw3,in,dunl,4,36.8,25,NA
3.16,2003,barr,reph208,03reph208,brw3,in,reph,1,31.3,22.8,NA
3.16,2003,barr,reph208,03reph208,brw3,in,reph,2,32.4,22.4,NA
3.16,2003,barr,reph208,03reph208,brw3,in,reph,3,32,22.6,NA
3.16,2003,barr,reph208,03reph208,brw3,in,reph,4,31.5,22,NA
3.17,2003,barr,reph209,03reph209,brw3,in,reph,1,33,22.4,NA
3.17,2003,barr,reph209,03reph209,brw3,in,reph,2,32.8,22.1,NA
3.17,2003,barr,reph209,03reph209,brw3,in,reph,3,32.1,22.3,NA
3.18,2003,barr,reph105,03reph105,brw3,in,reph,1,31.3,22.6,NA
3.18,2003,barr,reph105,03reph105,brw3,in,reph,2,30.6,22.2,NA
3.18,2003,barr,reph105,03reph105,brw3,in,reph,3,32.6,22.6,NA
3.18,2003,barr,reph105,03reph105,brw3,in,reph,4,31.4,21.9,NA
3.2,2003,barr,reph010,03reph010,brw3,in,reph,1,35.2,23.8,NA
3.2,2003,barr,reph010,03reph010,brw3,in,reph,2,35.3,22.3,NA
3.2,2003,barr,reph010,03reph010,brw3,in,reph,3,34.8,22.3,NA
3.2,2003,barr,reph010,03reph010,brw3,in,reph,4,35.4,22.4,NA
3.21,2003,barr,dunl012,03dunl012,brw3,out,dunl,1,36.1,25.8,NA
3.21,2003,barr,dunl012,03dunl012,brw3,out,dunl,2,34.6,26.4,NA
3.21,2003,barr,dunl012,03dunl012,brw3,out,dunl,3,35.5,23,NA
3.21,2003,barr,dunl012,03dunl012,brw3,out,dunl,4,36.3,23,NA
3.23,2003,barr,reph015,03reph015,brw3,in,reph,1,31.9,22.4,NA
3.23,2003,barr,reph015,03reph015,brw3,in,reph,2,31.6,22,NA
3.23,2003,barr,reph015,03reph015,brw3,in,reph,3,31.9,22.4,NA
3.23,2003,barr,reph015,03reph015,brw3,in,reph,4,31.2,22.1,NA
3.24,2003,barr,dunl327,03dunl327,brw3,in,dunl,1,37.4,25.2,NA
3.24,2003,barr,dunl327,03dunl327,brw3,in,dunl,2,37,25.1,NA
3.24,2003,barr,dunl327,03dunl327,brw3,in,dunl,3,36.7,24.5,NA
3.24,2003,barr,dunl327,03dunl327,brw3,in,dunl,4,37,25.2,NA
3.25,2003,barr,pesa329,03pesa329,brw3,out,pesa,1,38.7,26.5,NA
3.25,2003,barr,pesa329,03pesa329,brw3,out,pesa,2,38,26.1,NA
3.25,2003,barr,pesa329,03pesa329,brw3,out,pesa,3,39.8,26.6,NA
3.25,2003,barr,pesa329,03pesa329,brw3,out,pesa,4,38.5,26.2,NA
4.02,2003,barr,reph406,03reph406,brw4,in,reph,1,32.2,23,NA
4.02,2003,barr,reph406,03reph406,brw4,in,reph,2,32.9,22.5,NA
4.02,2003,barr,reph406,03reph406,brw4,in,reph,3,33.7,22.5,NA
4.04,2003,barr,reph308,03reph308,brw4,in,reph,1,31.2,22.7,NA
4.04,2003,barr,reph308,03reph308,brw4,in,reph,2,31.2,22.5,NA
4.04,2003,barr,reph308,03reph308,brw4,in,reph,3,32.1,22.4,NA
4.04,2003,barr,reph308,03reph308,brw4,in,reph,4,32.4,22.3,NA
4.05,2003,barr,reph411,03reph411,brw4,in,reph,1,31.5,21.3,NA
4.05,2003,barr,reph411,03reph411,brw4,in,reph,2,31.2,21.7,NA
4.05,2003,barr,reph411,03reph411,brw4,in,reph,3,31,22.1,NA
4.05,2003,barr,reph411,03reph411,brw4,in,reph,4,30.6,22.2,NA
4.06,2003,barr,reph004,03reph004,brw4,in,reph,1,31.9,22.4,NA
4.06,2003,barr,reph004,03reph004,brw4,in,reph,2,31.5,22.5,NA
4.06,2003,barr,reph004,03reph004,brw4,in,reph,3,32.3,22.7,NA
4.06,2003,barr,reph004,03reph004,brw4,in,reph,4,32.7,22.7,NA
4.07,2003,barr,reph314,03reph314,brw4,in,reph,1,30.3,21.6,NA
4.07,2003,barr,reph314,03reph314,brw4,in,reph,2,31,21.4,NA
4.07,2003,barr,reph314,03reph314,brw4,in,reph,3,30.3,21.5,NA
4.08,2003,barr,pesa315,03pesa315,brw4,in,pesa,1,35.9,27,NA
4.08,2003,barr,pesa315,03pesa315,brw4,in,pesa,2,37.2,26.7,NA
4.08,2003,barr,pesa315,03pesa315,brw4,in,pesa,3,35.6,27.1,NA
4.08,2003,barr,pesa315,03pesa315,brw4,in,pesa,4,38.4,26.3,NA
4.09,2003,barr,dunl316,03dunl316,brw4,in,dunl,1,36,25.2,NA
4.09,2003,barr,dunl316,03dunl316,brw4,in,dunl,2,36.6,25.2,NA
4.09,2003,barr,dunl316,03dunl316,brw4,in,dunl,3,36.4,25.4,NA
4.09,2003,barr,dunl316,03dunl316,brw4,in,dunl,4,37.2,25.2,NA
4.11,2003,barr,reph322,03reph322,brw4,in,reph,1,32.1,22.1,NA
4.11,2003,barr,reph322,03reph322,brw4,in,reph,2,31.5,22.2,NA
4.11,2003,barr,reph322,03reph322,brw4,in,reph,3,31.9,21.9,NA
4.11,2003,barr,reph322,03reph322,brw4,in,reph,4,32.2,22.5,NA
1.01,2004,barr,dunl305,04dunl305,brw1,in,dunl,1,36.8,25.6,NA
1.01,2004,barr,dunl305,04dunl305,brw1,in,dunl,2,36.6,25.3,NA
1.01,2004,barr,dunl305,04dunl305,brw1,in,dunl,3,36.7,25.8,NA
1.01,2004,barr,dunl305,04dunl305,brw1,in,dunl,4,36.6,25.5,NA
1.02,2004,barr,reph306,04reph306,brw1,in,reph,1,32,22,NA
1.02,2004,barr,reph306,04reph306,brw1,in,reph,2,32,22.3,NA
1.02,2004,barr,reph306,04reph306,brw1,in,reph,3,31.6,22.5,NA
1.02,2004,barr,reph306,04reph306,brw1,in,reph,4,30.3,22,NA
1.04,2004,barr,dunl108,04dunl108,brw1,in,dunl,1,36.3,25.7,NA
1.04,2004,barr,dunl108,04dunl108,brw1,in,dunl,2,36.3,25.7,NA
1.04,2004,barr,dunl108,04dunl108,brw1,in,dunl,3,37.8,26,NA
1.04,2004,barr,dunl108,04dunl108,brw1,in,dunl,4,36.4,26,NA
1.05,2004,barr,reph006,04reph006,brw1,out,reph,1,31.5,22.6,NA
1.05,2004,barr,reph006,04reph006,brw1,out,reph,2,32.5,22.3,NA
1.05,2004,barr,reph006,04reph006,brw1,out,reph,3,32,22.7,NA
1.05,2004,barr,reph006,04reph006,brw1,out,reph,4,32.8,22.5,NA
1.09,2004,barr,pesa420,04pesa420,brw1,out,pesa,1,37.1,27,NA
1.09,2004,barr,pesa420,04pesa420,brw1,out,pesa,2,38.2,27,NA
1.09,2004,barr,pesa420,04pesa420,brw1,out,pesa,3,36.1,27.2,NA
1.09,2004,barr,pesa420,04pesa420,brw1,out,pesa,4,38.3,25.7,NA
1.1,2004,barr,reph417,04reph417,brw1,in,reph,1,30.3,21.1,NA
1.1,2004,barr,reph417,04reph417,brw1,in,reph,2,29.9,21.2,NA
1.1,2004,barr,reph417,04reph417,brw1,in,reph,3,31.1,21.2,NA
1.1,2004,barr,reph417,04reph417,brw1,in,reph,4,28.9,21.8,NA
1.11,2004,barr,reph418,04reph418,brw1,in,reph,1,31.8,22,NA
1.11,2004,barr,reph418,04reph418,brw1,in,reph,2,31.8,21.8,NA
1.11,2004,barr,reph418,04reph418,brw1,in,reph,3,32.5,21.8,NA
1.11,2004,barr,reph418,04reph418,brw1,in,reph,4,31.5,22.2,NA
1.12,2004,barr,reph419,04reph419,brw1,out,reph,1,32.3,22.5,NA
1.12,2004,barr,reph419,04reph419,brw1,out,reph,2,32.1,22,NA
1.12,2004,barr,reph419,04reph419,brw1,out,reph,3,30.8,21.9,NA
1.12,2004,barr,reph419,04reph419,brw1,out,reph,4,32.3,22.2,NA
1.13,2004,barr,reph421,04reph421,brw1,in,reph,1,32.5,22.1,NA
1.13,2004,barr,reph421,04reph421,brw1,in,reph,2,32.5,21.1,NA
1.13,2004,barr,reph421,04reph421,brw1,in,reph,3,32.5,21.5,NA
1.13,2004,barr,reph421,04reph421,brw1,in,reph,4,33.5,21.7,NA
1.14,2004,barr,reph235,04reph235,brw1,in,reph,1,33,22,NA
1.14,2004,barr,reph235,04reph235,brw1,in,reph,2,32.7,22.1,NA
1.14,2004,barr,reph235,04reph235,brw1,in,reph,3,33,21.8,NA
1.14,2004,barr,reph235,04reph235,brw1,in,reph,4,32.1,22.2,NA
1.15,2004,barr,reph430,04reph430,brw1,in,reph,1,32.6,22.3,NA
1.15,2004,barr,reph430,04reph430,brw1,in,reph,2,31.6,20.3,NA
1.15,2004,barr,reph430,04reph430,brw1,in,reph,3,32.1,22,NA
1.15,2004,barr,reph430,04reph430,brw1,in,reph,4,33,21.9,NA
1.16,2004,barr,reph236,04reph236,brw1,in,reph,1,29.8,22.9,NA
1.16,2004,barr,reph236,04reph236,brw1,in,reph,2,31,22.9,NA
1.16,2004,barr,reph236,04reph236,brw1,in,reph,3,31,22.7,NA
1.16,2004,barr,reph236,04reph236,brw1,in,reph,4,30.7,22.5,NA
1.17,2004,barr,reph431,04reph431,brw1,in,reph,1,34.3,22.8,NA
1.17,2004,barr,reph431,04reph431,brw1,in,reph,2,33.9,22.1,NA
1.17,2004,barr,reph431,04reph431,brw1,in,reph,3,34.3,22.8,NA
1.17,2004,barr,reph431,04reph431,brw1,in,reph,4,33.2,22.7,NA
1.18,2004,barr,reph237,04reph237,brw1,in,reph,1,32.5,22.3,NA
1.18,2004,barr,reph237,04reph237,brw1,in,reph,2,32,22.7,NA
1.18,2004,barr,reph237,04reph237,brw1,in,reph,3,32.2,23,NA
1.18,2004,barr,reph237,04reph237,brw1,in,reph,4,31.3,23,NA
1.19,2004,barr,reph432,04reph432,brw1,in,reph,1,31.7,22.2,NA
1.19,2004,barr,reph432,04reph432,brw1,in,reph,2,32.1,22.4,NA
1.19,2004,barr,reph432,04reph432,brw1,in,reph,3,31.9,22.2,NA
1.19,2004,barr,reph432,04reph432,brw1,in,reph,4,31.5,21.8,NA
1.2,2004,barr,reph238,04reph238,brw1,in,reph,1,32.9,22.6,NA
1.2,2004,barr,reph238,04reph238,brw1,in,reph,2,32.3,22.9,NA
1.2,2004,barr,reph238,04reph238,brw1,in,reph,3,31.8,22.1,NA
1.2,2004,barr,reph238,04reph238,brw1,in,reph,4,32.7,22.4,NA
1.22,2004,barr,reph240,04reph240,brw1,in,reph,1,31.5,22.7,NA
1.22,2004,barr,reph240,04reph240,brw1,in,reph,2,31.7,23.1,NA
1.22,2004,barr,reph240,04reph240,brw1,in,reph,3,32.6,22.4,NA
1.22,2004,barr,reph240,04reph240,brw1,in,reph,4,32.1,23,NA
1.23,2004,barr,reph331,04reph331,brw1,in,reph,1,30.9,22.3,NA
1.23,2004,barr,reph331,04reph331,brw1,in,reph,2,30.9,22.8,NA
1.23,2004,barr,reph331,04reph331,brw1,in,reph,3,31.5,22.1,NA
1.23,2004,barr,reph331,04reph331,brw1,in,reph,4,31.1,21.8,NA
1.24,2004,barr,reph241,04reph241,brw1,in,reph,1,33.9,22.7,NA
1.24,2004,barr,reph241,04reph241,brw1,in,reph,2,33.5,22.3,NA
1.24,2004,barr,reph241,04reph241,brw1,in,reph,3,32.9,22.9,NA
